Account_ID,Customer_ID,Account_Type,Average_Balance,Monthly_Expenses,Monthly_Savings,EMI,Loan_Amount,Credit_Score,Debt_to_Income_Ratio,Number_of_Accounts,Digital_Banking_Usage,Mobile_App_Usage,ATM_Transactions,Online_Transactions
ACC203519,CUST101274,Savings,11849.85,3195.95,1965.16,0,0,575,0.03,3,85,100,9,40
ACC202199,CUST101991,Salary,149638.04,58088.32,37036.72,0,0,689,0.01,5,60,58,16,27
ACC203801,CUST102711,Savings,185407.68,,54261.11,,0,669,0.06,4,100,100,5,38
ACC202602,CUST100900,Savings,195079.66,58269.04,29083.24,0,0,624,0.01,1,72,79,6,28
ACC200340,CUST104253,Savings,500,1500,-1049.85,0,0,548,0.03,2,100,76,10,35
ACC201530,CUST101881,Fixed Deposit Linked,,,-60810.91,82298.39,917065.33,536,1.27,3,83,82,,31
ACC201128,CUST104763,Savings,121028.69,45292.28,,15992.23,1487107.88,574,0.2,1,81,76,11,42
ACC202467,CUST104716,Salary,18054.47,2866.77,3925.05,0,0,603,0.01,2,41,,,16
ACC200884,CUST100517,Savings,10025.02,51285.6,-270403.04,305040.92,3411189.33,505,1.5,2,38,59,10,15
ACC204329,CUST103900,Savings,35412.27,109582.39,-268862.98,316439.79,6879140.07,547,1.5,2,50,90,14,32
ACC204040,CUST103701,Salary,404625.38,79887.23,64983.6,27062.5,2434138.6,613,0.14,5,67,85,10,33
ACC202039,CUST101621,Savings,356225.03,32420.11,54711.75,0,0,656,0,2,94,75,9,36
ACC200392,CUST103116,Salary,160791.74,54502.61,32337.68,0,0,667,0,2,86,70,13,37
ACC201457,CUST104683,Salary,340406.48,49279.33,67833.67,0,0,705,0,,85,90,5,37
ACC204953,CUST101363,Savings,2758.14,1500,652.6,0,0,532,0,1,74,87,12,29
ACC203647,CUST103816,Savings,22715.56,24065.45,-51405.15,,1763770.97,455,1.48,5,68,86,13,24
ACC201543,CUST101878,Savings,12892.28,49489.06,-107243.1,133273,2832403.98,510,1.5,2,64,78,9,31
ACC200098,CUST100373,Savings,28628.03,,3250.78,45073.08,1350248.96,559,0.4,2,44,63,11,18
ACC200890,CUST103026,Salary,34875.97,29610.5,-40030.39,90926.07,2846796.87,521,1.16,2,79,78,10,24
ACC203852,CUST101401,,73203.4,46389.06,16452.61,0,0,656,0,3,63,61,13,26
ACC201039,CUST101024,Savings,200230.11,37648.05,32832.71,21983.15,963036.18,601,0.27,3,91,99,8,43
ACC204965,CUST103556,Current,62098.7,12724.24,,,0,602,0.05,3,8,27,14,4
ACC204632,CUST103672,Savings,37969.37,,-10995.88,72498.46,3365518.71,536,0.81,1,80,57,12,25
ACC202355,CUST101651,Current,3801644.05,364988.04,270490.18,0,0,745,0,3,69,99,12,37
ACC203106,CUST100027,Fixed Deposit Linked,74745.33,18995.08,12246.91,16005.81,742947.38,628,0.32,2,83,65,,21
ACC201447,CUST103048,Savings,12037.86,3323.12,2481.17,0,0,523,0,1,100,67,11,34
ACC202992,CUST101999,Savings,18665.36,45093.92,-176639.03,247931.27,2763057.66,534,1.5,2,70,50,13,21
ACC202565,CUST100424,Current,316404.96,36246.3,39696.21,0,0,687,0,4,27,2,16,9
ACC202306,CUST100640,Salary,25919.76,48617.33,-46575.26,68710.89,3275884.34,447,0.99,3,90,91,7,27
ACC200670,CUST103604,Salary,214559.02,52187.74,37685.97,0,0,557,0,1,98,96,8,41
ACC200713,CUST104259,Savings,500,1500,-577.11,0,0,512,0.03,2,99,97,7,35
ACC201334,CUST101808,Savings,6017.53,5438.76,703.66,0,0,576,0,2,100,100,5,
ACC203016,CUST100128,Savings,334439.57,146020.72,51043.22,0,0,747,0,2,66,66,17,32
ACC202462,CUST104031,Current,535771.22,178145.05,-513667.04,714992.46,8136821.7,531,1.5,3,63,33,20,17
ACC200416,CUST100109,Savings,117732.86,60901.4,17582.94,46653.91,1423582.38,585,0.4,4,66,65,14,23
ACC201544,CUST101186,Savings,93188.01,22589.54,16994.79,0,0,622,0.01,3,61,42,9,
ACC202218,CUST101727,Savings,1246801.2,534607.02,190807.91,0,0,695,0,2,100,94,12,35
ACC204335,CUST100666,Savings,,104443.45,19340.33,25721.23,2073896.63,654,0.17,2,67,47,14,18
ACC203933,CUST103156,Savings,64123.73,81254.84,-651.62,58751.05,3144609.92,630,0.39,,83,53,8,27
ACC202035,CUST101278,Savings,125500.11,23649.3,32352.8,0,0,647,,2,25,14,15,9
ACC203015,CUST101014,Salary,118577.57,61292.68,23231.22,0,0,674,0,2,86,73,8,27
ACC201831,CUST101793,Salary,249518.1,45677.48,35544.11,35655.45,1583737.81,568,0.36,1,82,68,11,31
ACC204860,CUST104029,Savings,255677.45,420713.49,-38804.51,407596.78,34179807.1,632,0.52,2,90,85,7,40
ACC202478,CUST103169,Savings,3122.9,2390.68,408.28,0,0,574,0,3,90,95,9,27
ACC204381,CUST101984,Savings,16662.98,106677.97,-3245.66,41703.65,2230821.73,620,0.24,2,71,73,12,25
ACC204396,CUST102724,NRI,2617.42,2045.57,597.46,0,0,600,0.04,3,55,87,12,23
ACC202586,CUST101940,Savings,163852.03,46640.71,48907.39,0,0,635,,1,83,55,6,31
ACC201745,CUST101225,Salary,88389.79,109016.8,-57601.26,152160.63,7102703.15,581,0.73,4,87,59,14,27
ACC200572,CUST103846,Current,126192.15,255278.41,-415873.05,594633.38,,480,1.38,2,92,72,10,34
ACC202118,CUST100288,NRI,506.13,1500,-479.85,0,0,576,0.02,2,65,78,18,23
ACC200734,CUST104845,Salary,59531.26,15364.1,10469,0,0,617,0.02,1,43,26,14,8
ACC203130,CUST104165,Savings,88334.28,35835.48,,0,0,601,0,1,77,72,5,37
ACC204643,CUST100740,Savings,826365.48,309713.34,208573.74,0,0,730,0.01,2,91,60,12,32
ACC203950,CUST104137,Savings,11059.83,17983.52,,21077.45,1409767.97,504,0.59,4,100,100,6,36
ACC202141,CUST103548,Current,198992.67,90671.61,11713.01,53850.24,3581415.78,603,0.31,3,62,47,12,24
ACC203835,CUST101708,Savings,67377.36,94174.34,-227452.96,270668.01,5798103.7,541,1.5,4,85,53,8,27
ACC204553,CUST102504,Current,93561.05,15112.07,8898.4,0,0,623,0,1,40,36,19,13
ACC200400,CUST101074,Fixed Deposit Linked,1804717.87,290800.68,275731.09,0,0,714,0.04,2,100,100,8,44
ACC204826,CUST100202,NRI,41912.52,64440.13,-39660.2,89149.13,1870392.52,548,0.8,2,77,76,10,32
ACC202450,CUST101430,Salary,97292.45,22322.68,19199.69,0,0,695,0,4,87,57,,35
ACC200398,CUST103860,Savings,66654.69,17583.76,18374.25,0,,618,0,2,38,45,19,12
ACC201788,CUST102222,Salary,5427.56,1919.8,1004.76,590.95,40484.59,498,,2,80,70,12,32
ACC201586,CUST100498,Salary,273283.36,93883.92,53799.92,0,0,,0,4,56,72,13,27
ACC201876,CUST103299,Savings,99618.26,384199.8,,610677.73,17992125.54,432,0.94,3,54,23,6,19
ACC201680,CUST103437,Fixed Deposit Linked,2805225.04,774438.97,294611.99,0,0,623,0,2,59,70,11,18
ACC200993,CUST102307,NRI,19565.44,21577.05,2249.07,24648.07,1107986.61,,0.51,3,71,66,6,20
ACC201244,CUST102303,Salary,189546.56,45591.06,48866.64,0,0,712,0,2,91,94,12,37
ACC200814,CUST103460,Savings,242632.78,,42327.19,0,0,644,0,3,45,47,11,
ACC200019,CUST101084,Salary,56362.32,94167.62,-88580.57,172550.95,7724792.6,443,0.96,5,56,76,6,17
ACC203807,CUST102791,Salary,145458.02,39653.11,27060.96,0,0,693,0,2,68,74,8,28
ACC201414,CUST102238,,185372.09,54609.9,33075.16,0,0,644,0,1,91,85,,47
ACC200891,CUST104932,Savings,25516.51,37944.06,-40147.45,93315.11,4026829.08,552,0.95,2,77,71,15,33
ACC200648,CUST100803,Savings,41166.58,59615.42,-279998.87,321756.22,,460,1.5,2,89,82,14,37
ACC204251,CUST100467,Savings,251867.45,69267.79,49259,0,0,673,0.02,2,97,73,9,29
ACC201949,CUST102471,Savings,624849.68,90599.96,107070.4,0,0,642,0.03,1,71,86,9,29
ACC204821,CUST104389,Current,878158.49,317877.54,90750.02,169902.61,15372732.47,,0.3,6,71,48,7,25
ACC201035,CUST103770,Salary,92167.69,14871.12,15448.98,0,0,677,0,1,33,13,13,3
ACC204631,CUST104583,Savings,459507.8,141439.82,108215.05,0,0,678,0,2,75,67,14,27
ACC200219,CUST101020,Salary,43395.9,68751.37,-323542.89,380102.77,4244981.72,,1.5,1,58,74,14,22
ACC201182,CUST103809,Salary,100810.95,13330.85,23623.89,0,0,651,0,4,47,26,12,13
ACC200280,CUST104605,Savings,32460.67,,-11669.87,51162.75,2352416.18,560,0.7,6,63,,11,19
ACC201436,CUST102213,Savings,11283.21,,,0,0,,0,4,93,79,7,34
ACC200133,CUST101375,Savings,19657.88,99288.32,-388271.51,432104.38,4885673.93,591,1.5,1,68,68,17,40
ACC204139,CUST101834,Salary,,31179.19,-50159.72,73602.01,2176114.47,496,1.35,2,45,37,15,14
ACC204682,CUST102455,Salary,229400.85,38276.19,68149.48,0,0,657,0.03,4,83,62,14,24
ACC204473,CUST100455,Salary,502792.38,90223.6,103653.2,0,0,734,,4,67,41,16,21
ACC203618,CUST100431,Savings,12915.27,44672.78,-10522.06,25600.01,801116.54,524,0.41,5,57,45,12,26
ACC203494,CUST104468,Salary,118180.8,81188.33,29244.98,0,0,624,0.02,2,61,57,18,18
ACC201847,CUST104311,Current,20734.23,2522.54,2187.1,0,0,493,0,3,100,100,11,35
ACC201514,CUST101407,Fixed Deposit Linked,329753.62,26834.45,31268.65,0,0,643,,1,85,73,10,29
ACC203591,CUST102611,Savings,23632.04,38409.7,-64444.09,131120.06,2783741.86,504,1.32,5,60,89,13,25
ACC201438,CUST101264,Salary,42541.81,68944.7,-26761.28,78977.92,5584749.25,577,0.72,1,96,75,6,35
ACC203435,CUST102514,Salary,5079.58,2293.94,953.34,0,0,576,0,2,86,71,10,30
ACC200000,CUST101501,Salary,13153.74,65287.13,-91979.76,128868.74,3957399.9,547,1.26,3,59,71,17,25
ACC203716,CUST104387,Savings,57376.44,94769.22,806.73,32050.45,1492163.64,663,0.27,2,68,71,14,52
ACC204021,CUST102717,Salary,166398.34,46011.71,30447.15,0,0,615,0.02,3,100,69,14,
ACC203474,CUST104710,Savings,500,1500,-161.55,0,0,564,0,1,96,93,7,50
ACC200600,CUST100881,Savings,7314.33,3681.2,1065.08,0,0,626,0,3,79,99,15,29
ACC200701,CUST104054,Savings,5186.39,8639.65,-2391.28,8145.62,177226.36,550,,2,76,60,11,29
ACC202658,CUST103435,Current,9247.92,2094.63,855.77,0,0,505,0,1,86,85,10,36
ACC204004,CUST100987,Savings,56291.52,27776.09,15793.35,0,0,579,0,2,69,65,13,30
ACC201682,CUST104698,Salary,263494.16,43212.91,43260.33,0,0,578,0.02,1,93,100,11,42
ACC202532,CUST101234,Savings,20026.39,3888.47,2902.8,0,,604,0,4,85,88,14,25
ACC201320,CUST103493,Fixed Deposit Linked,53963.75,,-5253.15,37754.94,3549702.02,632,0.43,2,85,80,11,38
ACC201195,CUST103403,Salary,106913.02,48068.7,27439.43,0,0,634,0,2,76,63,14,28
ACC204242,CUST101141,Savings,448787.6,80046.39,78021.56,0,0,720,0.03,2,69,78,10,26
ACC203478,CUST103416,Salary,40475.78,49310.58,-44740.21,97831.21,2945778.36,492,0.96,2,84,82,8,31
ACC200854,CUST102521,Fixed Deposit Linked,221570.03,38044.68,45519.91,0,0,644,0,1,94,100,8,37
ACC200487,CUST103001,Salary,47071.45,,8165.73,34037.81,2110891.58,574,0.56,2,90,84,8,36
ACC201281,CUST101720,Salary,201104.02,105524.61,25395.2,69880.31,8075022.81,667,0.33,2,91,78,6,41
ACC201374,CUST101123,Fixed Deposit Linked,17625.27,38285.89,-49864.26,106420.24,2296670.36,485,1.13,2,96,100,9,44
ACC202154,CUST101758,Current,876668.36,568995.24,-1001071.89,1282928.61,37744403.31,,1.45,2,84,85,14,26
ACC202937,CUST100664,Salary,634414.01,74778.9,109518.08,256423.41,16910465.63,,0.02,1,59,68,16,26
ACC203054,CUST100281,Salary,3879.41,2544.71,758.92,268.22,20000,618,0.11,2,82,85,5,
ACC203196,CUST104008,Savings,89560.09,67121.44,-609968.53,718905.45,8014742.55,485,1.5,2,100,,10,40
ACC202622,CUST104872,Fixed Deposit Linked,340052.32,35761.21,46095.55,0,0,652,0,2,79,86,10,41
ACC202246,CUST103609,Savings,161415.69,44368.96,31587.58,18658.02,1347600.35,659,0.19,2,73,81,10,37
ACC203507,CUST101137,Savings,68119.59,21404.59,21700.27,,0,650,0,4,37,31,15,10
ACC204067,CUST100762,Salary,50242.29,35137.54,11506.06,21804.51,1264030.93,622,0.31,5,77,80,20,25
ACC201930,CUST103311,Current,248880.13,291183.17,9166.49,161656.25,16396597.94,600,0.32,3,60,22,16,18
ACC200413,CUST101351,NRI,16488.37,4609.15,3903.73,0,0,660,0.01,2,57,31,13,15
ACC203665,CUST101131,Salary,500,1500,-329.46,0,0,463,0.01,2,95,100,7,25
ACC203841,CUST102315,Savings,2075255.59,472967.51,337443.45,0,0,684,0.02,4,81,42,13,22
ACC203969,CUST101790,Savings,9928.34,27980.63,632.45,34063.65,1625380.98,520,,4,88,100,9,40
ACC203386,CUST102506,Salary,54265.66,78877.16,-24582.85,64805.74,1925085.88,574,0.48,2,89,,5,23
ACC201082,CUST100679,Salary,24311.88,38221.09,-21639.62,36475.96,1673503.21,512,0.71,3,78,100,,25
ACC202746,CUST101271,Fixed Deposit Linked,99787,59083.52,3146.15,29809.37,1418789.15,651,0.32,4,63,85,8,30
ACC203849,CUST103700,Fixed Deposit Linked,335559.73,73637.65,43058.02,0,0,628,0.02,,90,96,7,52
ACC203222,CUST104589,Salary,2690.43,1603.27,577.44,0,0,641,0.02,1,96,100,9,25
ACC200036,CUST103585,Savings,113455.54,,21662.99,8521.01,560341.85,626,0.15,2,100,100,9,47
ACC203642,CUST100244,Salary,50652.02,56949.92,-14458.03,66076.84,753043.65,540,0.6,3,89,90,13,34
ACC200589,CUST104743,Savings,500,1500,-520.59,0,0,553,0,1,74,80,9,31
ACC203636,CUST101262,Salary,39201.08,44772.43,-6723.96,77588.37,4883979.07,602,0.66,3,92,89,11,32
ACC201814,CUST103515,Salary,12792.89,,-2190.7,57491.75,1206193.74,623,0.47,1,69,91,10,42
ACC202501,CUST101882,NRI,7185.86,5485.52,1171.72,0,0,600,0,5,98,99,7,38
ACC200658,CUST101135,Savings,100814.85,12512.71,17480.99,0,0,632,0.04,4,36,48,9,16
ACC203879,CUST103430,Savings,294071.82,334740.11,-1526191.58,1847320.8,21183132.26,558,1.5,3,58,62,15,19
ACC200020,CUST100926,Savings,39115.35,45524.57,-123679.12,195847.26,4152574.98,,1.5,2,54,74,15,19
ACC201235,CUST102954,Salary,1089852.73,603643.32,199882.21,0,0,650,0,1,52,64,11,20
ACC204147,CUST104149,NRI,146663.47,18168.2,27278.91,0,0,714,0,1,7,9,17,
ACC202258,CUST103413,Savings,24079.84,35804.06,-28849.84,55619.96,621674.57,437,0.89,2,45,21,16,14
ACC201644,CUST103326,Salary,88032.55,129079.73,-152680.74,206899.67,4437566.44,532,1.13,1,66,53,13,21
ACC200540,CUST101983,,200582.37,28571.43,30241.41,0,0,651,0,1,33,38,15,18
ACC203705,CUST104017,Current,143893.26,56457.65,18397.12,0,0,620,0.02,4,85,73,9,33
ACC203422,CUST101219,Salary,171217.15,73720.95,31656.81,0,0,607,,2,85,100,8,42
ACC204747,CUST104823,,270426.12,40805.26,62549.52,0,0,686,0.02,1,69,57,16,28
ACC201242,CUST104656,Salary,1384579.75,212377.47,225550.8,0,0,687,0.01,2,61,48,18,16
ACC202614,CUST103313,Savings,10833.5,1500,1943.83,0,0,537,0,3,86,79,6,33
ACC200580,CUST101095,Salary,59373.85,20666.5,12271.63,22981.97,1022378.07,657,0.43,4,73,42,8,
ACC201286,CUST101773,Fixed Deposit Linked,10358.64,6913.91,923.62,0,0,522,0.03,2,86,,2,34
ACC204250,CUST104170,Savings,93244.55,24404.82,26340.05,,0,748,0.04,2,34,23,10,10
ACC204825,CUST103255,Savings,207337.52,86661.2,36800.24,0,0,726,0.02,1,73,56,10,29
ACC200479,CUST100219,Savings,124066.46,171632.53,-56650.62,237313.85,19216421.72,569,0.7,6,41,36,15,
ACC202674,CUST102902,Salary,17780.13,53958,-212624.85,241324.92,,,1.5,3,59,59,10,19
ACC204218,CUST104955,Salary,184656.27,,37484.61,0,0,,0.01,2,85,94,10,32
ACC200063,CUST103862,Savings,93492.1,27993.75,,0,0,568,0,2,65,62,11,21
ACC203596,CUST100010,Salary,16618.45,2758.9,2680.75,0,0,660,0,2,70,61,8,26
ACC201373,CUST103882,Savings,18519.27,37255.84,-3303.54,53704.08,3352712.11,652,0.63,2,77,35,10,16
ACC203161,CUST104425,,233424.76,74909.89,56092.74,0,0,697,0.01,3,62,73,14,32
ACC204977,CUST102047,Fixed Deposit Linked,39464.93,59039.62,-51915.83,142655.16,4302688.68,549,1.03,1,88,87,15,25
ACC201121,CUST103129,Salary,122547.63,20839.06,22913.89,0,0,633,0,2,76,100,7,41
ACC200259,CUST100626,Salary,41775.79,51175.73,-306673.1,341020.61,,541,1.5,2,61,55,5,18
ACC200705,CUST104861,,94319.97,19116.87,25365.15,0,0,670,0.04,2,33,19,20,11
ACC202763,CUST104015,Savings,12498.55,20114.22,2277.48,10580.89,119162.77,660,0.34,2,51,46,21,13
ACC200439,CUST102890,Salary,29957.52,71559.54,-15383.56,92357.13,1030467.89,641,0.62,2,57,40,12,21
ACC203155,CUST103513,Savings,,15431.35,27875.24,0,0,655,0,2,54,27,18,17
ACC201767,CUST102439,Salary,278305.2,37092.94,46339.18,0,0,632,0.01,3,83,,14,42
ACC202783,CUST104288,Salary,162058.23,46202,36480.41,0,0,672,0,2,56,41,17,22
ACC200924,CUST104502,Savings,228646.99,49846.47,38571.41,0,0,635,0,4,81,88,7,40
ACC204762,CUST102200,Salary,201801.28,33648.29,39001.33,0,,596,0,5,,51,12,12
ACC201483,CUST104597,Current,318351.38,360594.53,14863.94,163862.41,15191959.64,590,0.31,1,72,71,11,31
ACC203230,CUST102270,Salary,20289.05,32821.89,942.78,19168.58,1704478.13,593,0.37,4,78,66,10,24
ACC201134,CUST101480,Salary,219207.22,,34880.75,0,0,660,0,4,85,63,12,33
ACC201108,CUST103931,Savings,35500.36,54020.19,-95083.54,123336.32,2725891.67,492,,2,67,55,9,23
ACC203592,CUST104661,Current,125587.86,243538.45,-1075420.28,1244943.86,26166702.45,490,1.5,2,45,57,8,21
ACC204426,CUST102508,Savings,53555.54,16767.45,14282.29,0,0,717,,3,,43,,22
ACC202756,CUST101423,Salary,256190.71,84337.28,51176.22,25017.87,2306262.28,664,0.16,2,80,93,11,30
ACC201542,CUST101393,,54634.81,36889.93,16251.12,24009.26,514183.14,612,0.29,2,73,67,8,33
ACC200587,CUST102100,Current,1795328.15,365770.55,139112.04,0,0,719,0.02,2,61,66,10,19
ACC200768,CUST102905,Savings,180907.95,24852.52,35324.5,0,0,599,0.02,2,37,7,17,11
ACC204292,CUST100125,Savings,125300.81,39903.07,37202.72,0,0,699,0,,80,92,10,30
ACC201085,CUST104354,Salary,209664.01,114259.63,27625.22,20043.28,1522686.75,,0.05,4,59,67,,30
ACC201820,CUST100712,Savings,58856.3,9573.45,13659.1,0,0,617,0,3,41,41,15,19
ACC202086,CUST101377,Salary,34018.83,111671.05,-141266.33,214611.74,2410430.94,578,1.16,1,75,80,8,34
ACC204425,CUST104429,Savings,21303.55,38469.53,-16878.17,45425.81,2220363.99,516,0.69,5,41,54,8,
ACC204197,CUST100872,Salary,3975.48,2738.87,528.07,0,0,570,0.01,1,73,95,14,38
ACC201881,CUST100000,Current,13019.37,1500,1827,0,0,596,0.02,2,52,63,14,21
ACC200637,CUST104324,Savings,309603.56,131346.91,92838.9,0,0,670,0.01,1,72,59,11,32
ACC203065,CUST101742,Savings,113139.37,42865.22,21550.38,0,0,684,0,4,62,85,12,31
ACC204017,CUST104938,Fixed Deposit Linked,12150.07,3377.2,,0,0,640,0.03,1,89,87,13,29
ACC204107,CUST101792,NRI,239615.53,330886.65,-49151.05,,22707696.23,656,0.47,2,81,68,8,36
ACC203404,CUST102353,Salary,232825.15,80496.27,55325.26,0,0,683,0,2,69,91,,41
ACC204256,CUST102590,Savings,43038.23,101448.92,3561.57,40665.22,,690,0.28,1,55,47,12,21
ACC204589,CUST103746,Salary,31989.18,31258.56,-13867.58,52489.47,3056107.77,545,0.74,1,,90,9,45
ACC203387,CUST102994,Savings,,2905.73,593.64,0,0,598,0,5,78,97,11,30
ACC200062,CUST104257,Salary,261877.68,42132.96,64038.64,0,0,715,0,2,83,83,13,33
ACC203610,CUST100963,Savings,24789.29,3849.38,5495.06,0,0,693,0,4,79,86,11,26
ACC202652,CUST102429,NRI,14727.9,2448.13,3043.48,0,0,595,0.01,1,84,90,15,35
ACC200157,CUST102847,Salary,37530.32,67898.08,-22363.48,60341.95,2639645.75,595,0.56,2,82,100,9,42
ACC200438,CUST100177,Current,552381.15,40434.66,49696.96,0,0,675,0.02,3,,20,15,16
ACC203992,CUST103942,Salary,65935.66,45007.96,20523.09,0,0,732,0.02,3,90,76,8,31
ACC203777,CUST102760,Salary,20328.26,,,40026.33,1942232.78,592,0.46,5,73,,8,26
ACC202323,CUST101885,Current,4291.5,7225.34,-5614.07,6052.74,132909.52,453,0.75,3,97,100,6,37
ACC203783,CUST100481,Savings,500,1500,-706.65,0,0,608,0.02,2,98,87,13,31
ACC202019,CUST100660,,,4412.04,1917.41,0,0,630,0.02,5,93,89,8,34
ACC201727,CUST104072,Savings,32686.63,71749.36,-234021.27,323125.71,6913055.13,514,1.5,1,84,82,13,27
ACC204052,CUST100661,Salary,293184.17,32854.97,51110.42,0,0,644,0.03,3,87,89,7,35
ACC204795,CUST104992,Savings,394800.95,68707.6,58587.55,20975.23,1144902.96,,0.16,2,60,70,12,33
ACC202001,CUST101088,Fixed Deposit Linked,51792.92,77700.52,-47719.92,76566.23,3572272.75,585,0.7,2,85,100,12,40
ACC203658,CUST102461,Fixed Deposit Linked,5215877.38,700386.91,580432.56,0,0,667,0,1,85,,12,22
ACC202993,CUST101310,Salary,248389.82,54919.2,52990.69,0,0,623,0.03,1,73,59,8,20
ACC203529,CUST101560,Salary,63228.8,37068.97,19905.43,0,0,625,0,1,94,99,13,41
ACC202321,CUST102028,,7639.11,3533.34,2019.28,0,0,595,0.02,4,,83,8,41
ACC200012,CUST100915,Fixed Deposit Linked,99579.21,47613.68,15170.59,,1791032.02,603,0.26,,70,84,17,18
ACC204296,CUST104481,Savings,23252.59,4976.31,7058.55,0,0,604,0.08,1,46,46,11,20
ACC204602,CUST101631,Fixed Deposit Linked,29280.48,118400.56,-15198.52,60462.62,4922176.44,641,0.36,2,92,85,5,26
ACC200140,CUST103698,Salary,15161.56,,-43307.43,81572.08,2499014.4,471,1.25,2,99,80,9,45
ACC202950,CUST102009,Salary,81101.77,17425.44,12362.65,11789.37,133533.99,560,0.28,2,61,59,8,30
ACC201895,CUST102153,Salary,36795.51,5299.27,7913.23,,0,610,0.03,4,70,69,8,31
ACC204829,CUST102777,Salary,115626.57,50594.54,35021.89,0,0,596,0.05,4,76,62,13,26
ACC203068,CUST101847,Savings,60748.39,25762.1,16361.44,0,0,600,0.02,6,25,50,16,14
ACC203498,CUST101591,Current,2535117.27,237525.37,340170.72,0,0,657,0,4,73,58,13,14
ACC203768,CUST104063,Salary,41921.4,55867.89,-134765.44,186034.88,3981379.55,489,1.5,2,97,56,10,38
ACC201054,CUST102943,Savings,3215.52,2857.96,846.74,0,0,610,0,1,95,93,3,35
ACC203655,CUST101804,Current,458054.88,837169.83,-3403409.27,3652414.6,41674253.03,570,1.5,3,72,63,11,20
ACC201837,CUST101760,Savings,200122.4,34138.87,48022.98,0,0,680,0,3,55,89,12,21
ACC204688,CUST100784,Salary,4459.6,4488.43,646.39,0,0,571,0.03,2,99,100,8,45
ACC204035,CUST101383,Savings,4752.27,6352.01,519.88,0,0,596,0,2,91,100,4,33
ACC203046,CUST104689,Current,416401.64,281990.19,-367745.91,583083.45,28228230.65,576,,3,69,46,17,29
ACC201180,CUST104369,Salary,134910.58,55788.78,31166.67,0,0,653,0,4,90,79,8,34
ACC201310,CUST103803,Savings,8363.86,2119.73,2561.61,0,0,575,0,2,69,90,15,26
ACC201935,CUST103494,Current,126436.6,242297.99,-206978.4,373525.68,27824186.14,526,0.97,2,57,60,10,22
ACC204554,CUST103465,Savings,227891.65,85991.97,34557.35,0,0,640,0.02,3,85,100,9,33
ACC200109,CUST101338,Savings,60928.37,7827.59,10854.93,3328.8,,636,0.15,1,38,50,15,15
ACC204792,CUST104061,Savings,4863.01,2269.74,1122.62,0,0,,0.01,4,98,94,9,42
ACC204456,CUST104175,Savings,13181.25,27825.87,-7579.61,54293.76,,550,0.69,3,72,81,10,39
ACC204674,CUST102701,Salary,146064.51,30044.35,48018.68,0,0,673,,4,100,100,4,47
ACC204669,CUST100853,Fixed Deposit Linked,33201.73,2629.87,3499.16,0,0,528,0.06,1,65,77,,31
ACC200689,CUST104888,Current,123378.98,333139.15,-29911.96,228949.64,19586338.4,606,0.4,4,70,59,12,23
ACC204533,CUST100395,Savings,1086.19,3220.01,-5.76,1412.68,67907.79,549,0.29,2,100,90,9,34
ACC202536,CUST100365,Salary,203853.75,55222.57,53580.87,0,0,670,0,3,42,52,14,20
ACC202949,CUST103134,Salary,273189.43,57475.68,42805.2,0,0,693,0.01,1,65,75,8,27
ACC204116,CUST100126,Current,11906.99,1500,1271.27,0,0,523,0.01,3,96,81,14,46
ACC200652,CUST104644,Salary,128947.71,45257.44,24009.63,0,0,637,0,1,81,56,10,25
ACC203554,CUST100002,Savings,,1763.78,1812.51,0,0,604,0.02,2,80,90,6,34
ACC203882,CUST102599,Savings,12479.2,4571.4,2404.89,0,0,560,0.01,1,72,100,9,37
ACC200590,CUST103750,Salary,102476,90872.72,10149.21,53577.12,6269778.92,591,0.31,4,100,85,8,40
ACC203314,CUST102253,,79719.28,20195.4,16650.22,,0,732,0.05,2,15,4,24,4
ACC203153,CUST102467,Savings,11067.1,7947.4,1411.03,0,0,638,0.03,3,,91,6,40
ACC200895,CUST103192,Salary,5892.56,1500,1115.13,0,0,473,0,1,99,100,11,30
ACC203256,CUST101949,Salary,30128.36,77847.52,-57844.33,91085.23,1026149.64,552,0.88,2,76,75,14,23
ACC203496,CUST101889,Savings,5046.01,1885.84,978.29,0,0,662,0,3,93,72,8,34
ACC202720,CUST101725,Savings,23247.54,23734,-28506.03,56693.61,1671142.54,443,1.13,6,75,58,12,
ACC200127,CUST104771,Salary,191520.96,59718.95,30686.37,34199.06,2470177.37,638,0.32,1,53,56,8,18
ACC200117,CUST102094,Salary,10499.87,1500,1690.26,0,0,534,0.02,3,85,100,9,36
ACC202094,CUST104906,,372717.19,109043.52,56755.52,0,0,690,0.04,2,75,,17,37
ACC201289,CUST101935,Salary,110640.02,51005.24,23899.3,46894,3330862.65,584,0.44,,69,59,12,19
